État civil,Mode d'application,Ordre d'application,Cours,Présence jour/soir,Qualification antérieure,Nationalité,Qualification mère,Qualification père,Occupation mère,Occupation père,Déplacé,Besoins éducatifs spéciaux,Dettes,Frais de scolarité à jour,Sexe,Bourse,Âge à l'inscription,International,Unités curriculaires 1er semestre (créditées),Unités curriculaires 1er semestre (inscrits),Unités curriculaires 1er semestre (évaluations),Unités curriculaires 1er semestre (approuvées),Unités curriculaires 1er semestre (note),Unités curriculaires 1er semestre (sans évaluations),Unités curriculaires 2e semestre (créditées),Unités curriculaires 2e semestre (inscrits),Unités curriculaires 2e semestre (évaluations),Unités curriculaires 2e semestre (approuvées),Unités curriculaires 2e semestre (note),Unités curriculaires 2e semestre (sans évaluations),Taux de chômage,Taux d'inflation,PIB,Cible
Célibataire,3ème phase – contingent général,1,Journalisme et communication,Jour,Étude secondaire,Portugais,Étude secondaire – 12e année de scolarité ou équivalent,Étude secondaire – 12e année de scolarité ou équivalent,Techniciens et professions de niveau intermédiaire,Techniciens et professions de niveau intermédiaire,Non,Non,Non,Oui,Femme,Oui,18,Non,0,6,6,6,12.666666666666666,0,0,6,6,6,11.833333333333334,0,12.7,3.7,-1.7,0
Marié(e),Plus de 23 ans,1,Gestion de la publicité et du marketing,Jour,Étude secondaire,Portugais,Cours Général d'Administration et de Commerce,Étude de base de 1er cycle (4e/5e année) ou équivalent,Travailleurs sans compétences,Étudiant,Non,Non,Oui,Non,Femme,Non,34,Non,0,6,7,4,13.5,0,0,6,6,0,0.0,6,12.7,3.7,-1.7,0
Célibataire,1ère phase – contingent général,2,Journalisme et communication,Jour,Étude secondaire,Portugais,Comptabilité et administration supplémentaires,Étude de base de 2e cycle (6e/7e/8e année) ou équivalent,"Ouvriers qualifiés de l’industrie, de la construction et des artisans","Ouvriers qualifiés de l’industrie, de la construction et des artisans",Oui,Non,Oui,Non,Femme,Non,20,Non,0,6,0,0,0.0,0,0,6,0,0,0.0,0,8.9,1.4,3.51,0
Marié(e),Plus de 23 ans,1,Gestion (présence en soirée),Soir,Étude supérieure – diplôme,Portugais,Cours de commerce général,Étude de base de 3e cycle (9ème/10ème/11ème année) ou équivalent,Travailleurs sans compétences,"Ouvriers qualifiés de l’industrie, de la construction et des artisans",Non,Non,Non,Oui,Femme,Non,26,Non,0,5,5,5,12.0,0,0,5,6,5,14.833333333333334,0,10.8,1.4,1.74,1
Célibataire,Changement de cours,2,Hygiène buccale (Dentiste ou Hygiéniste dentaire),Jour,Étude secondaire,Portugais,Étude secondaire – 12e année de scolarité ou équivalent,Étude de base de 3e cycle (9ème/10ème/11ème année) ou équivalent,Personnel administratif,Techniciens et professions de niveau intermédiaire,Non,Non,Non,Oui,Femme,Non,27,Non,0,7,9,7,12.228571428571428,0,1,8,10,8,13.2125,0,10.8,1.4,1.74,1
Célibataire,1ère phase – contingent général,1,Gestion de la publicité et du marketing,Jour,Étude secondaire,Portugais,Étude secondaire – 12e année de scolarité ou équivalent,Étude de base de 2e cycle (6e/7e/8e année) ou équivalent,"Travailleurs des services personnels, de la sécurité et de la sûreté et vendeurs","Représentants du Pouvoir Législatif et des Organes Exécutifs, Directeurs et Dirigeants Exécutifs",Oui,Non,Non,Oui,Femme,Non,20,Non,0,5,6,4,11.5,0,0,5,5,4,10.75,0,9.4,-0.8,-3.12,1
Célibataire,2e phase – contingent général,1,Service social,Jour,Étude secondaire,Portugais,Cours de commerce général,Étude secondaire – 12e année de scolarité ou équivalent,"Travailleurs des services personnels, de la sécurité et de la sûreté et vendeurs",Étudiant,Oui,Non,Non,Oui,Femme,Non,18,Non,0,6,8,6,15.375,0,0,6,7,6,16.428571428571427,0,16.2,0.3,-0.92,1
Célibataire,Plus de 23 ans,1,Soins infirmier,Jour,Étude de base de 3e cycle (9ème/10ème/11ème année) ou équivalent,Portugais,Étude secondaire – 12e année de scolarité ou équivalent,Étude supérieure – doctorat,Personnel administratif,Techniciens et professions de niveau intermédiaire,Non,Non,Non,Oui,Femme,Non,24,Non,0,8,11,7,12.614285714285714,0,0,8,11,7,12.614285714285714,0,12.7,3.7,-1.7,1
Célibataire,Titulaires d'un diplôme de spécialisation technologique,1,Service social,Jour,Cours de spécialisation technologique,Portugais,Comptabilité et administration supplémentaires,Étude de base de 2e cycle (6e/7e/8e année) ou équivalent,"Agriculteurs et travailleurs qualifiés de l’agriculture, des pêches et des forêts",Travailleurs sans compétences,Oui,Non,Non,Oui,Femme,Oui,19,Non,3,6,7,5,12.2,0,2,6,6,6,11.5,0,13.9,-0.3,0.79,1
Célibataire,1ère phase – contingent général,1,Journalisme et communication,Jour,Étude secondaire,Portugais,Cours de commerce général,Étude de base de 2e cycle (6e/7e/8e année) ou équivalent,Techniciens et professions de niveau intermédiaire,"Travailleurs des services personnels, de la sécurité et de la sûreté et vendeurs",Non,Non,Non,Oui,Femme,Non,19,Non,0,6,13,4,11.75,0,0,6,10,4,11.0,0,10.8,1.4,1.74,1
Célibataire,Changement d'établissement/de cours,1,Service Social (présence en soirée),Soir,Étude secondaire,Portugais,Étude secondaire – 12e année de scolarité ou équivalent,Étude de base de 2e cycle (6e/7e/8e année) ou équivalent,"Travailleurs des services personnels, de la sécurité et de la sûreté et vendeurs","Ouvriers qualifiés de l’industrie, de la construction et des artisans",Non,Non,Non,Oui,Femme,Non,22,Non,14,16,16,13,10.923076923076923,0,13,13,13,11,11.454545454545457,0,16.2,0.3,-0.92,1
Célibataire,Changement de cours,1,Conception de communications,Jour,Étude secondaire,Portugais,Étude secondaire – 12e année de scolarité ou équivalent,Étude de base de 3e cycle (9ème/10ème/11ème année) ou équivalent,"Travailleurs des services personnels, de la sécurité et de la sûreté et vendeurs",Métiers des Forces armées,Non,Non,Non,Oui,Femme,Non,20,Non,0,6,6,5,12.4,0,0,6,9,5,12.4,0,12.7,3.7,-1.7,1
Célibataire,Plus de 23 ans,1,Agronomie,Jour,Étude secondaire,Portugais,Cours de commerce général,Étude de base de 3e cycle (9ème/10ème/11ème année) ou équivalent,Travailleurs sans compétences,Travailleurs sans compétences,Non,Non,Non,Oui,Femme,Non,25,Non,0,6,6,0,0.0,0,0,6,6,0,0.0,0,11.1,0.6,2.02,0
Célibataire,Titulaires d'un diplôme de spécialisation technologique,1,Agronomie,Jour,Cours de spécialisation technologique,Portugais,Étude secondaire – 12e année de scolarité ou équivalent,Étude supérieure – diplôme,Personnel administratif,Spécialistes en activités intellectuelles et scientifiques,Non,Non,Non,Oui,Femme,Non,21,Non,0,6,6,6,15.833333333333334,0,0,6,8,6,15.5,0,15.5,2.8,-4.06,1
Célibataire,2e phase – contingent général,4,Journalisme et communication,Jour,Étude secondaire,Portugais,Étude secondaire – 12e année de scolarité ou équivalent,Étude de base de 3e cycle (9ème/10ème/11ème année) ou équivalent,Personnel administratif,"Représentants du Pouvoir Législatif et des Organes Exécutifs, Directeurs et Dirigeants Exécutifs",Oui,Non,Non,Oui,Femme,Non,18,Non,0,6,7,6,12.571428571428571,0,0,6,6,6,13.666666666666666,0,13.9,-0.3,0.79,1
Célibataire,1ère phase – contingent général,3,Gestion de la publicité et du marketing,Jour,Étude secondaire,Portugais,Cours Général d'Administration et de Commerce,Étude de base de 1er cycle (4e/5e année) ou équivalent,Étudiant,Étudiant,Oui,Non,Non,Oui,Femme,Non,18,Non,0,5,7,3,12.0,0,0,5,7,4,13.25,1,7.6,2.6,0.32,1
Célibataire,2e phase – contingent général,3,Soins infirmier,Jour,Étude secondaire,Portugais,Étude supérieure – diplôme,Étude supérieure – diplôme,Travailleurs sans compétences,"Ouvriers qualifiés de l’industrie, de la construction et des artisans",Oui,Non,Non,Oui,Homme,Non,19,Non,0,7,8,7,13.3625,0,0,8,9,8,14.444444444444445,0,13.9,-0.3,0.79,1
Célibataire,1ère phase – contingent général,1,Soins infirmiers vétérinaires,Jour,Étude secondaire,Néerlandais,Étude supérieure – diplôme,Étude supérieure – diplôme,"Agriculteurs et travailleurs qualifiés de l’agriculture, des pêches et des forêts","Agriculteurs et travailleurs qualifiés de l’agriculture, des pêches et des forêts",Oui,Non,Non,Oui,Femme,Oui,19,Oui,0,5,6,5,15.4,0,0,5,5,5,16.0,0,10.8,1.4,1.74,1
Célibataire,2e phase – contingent général,2,Journalisme et communication,Jour,Étude secondaire,Portugais,Cours Général d'Administration et de Commerce,Étude de base de 2e cycle (6e/7e/8e année) ou équivalent,"Travailleurs des services personnels, de la sécurité et de la sûreté et vendeurs","Travailleurs des services personnels, de la sécurité et de la sûreté et vendeurs",Oui,Non,Oui,Non,Femme,Non,18,Non,0,6,9,5,12.2,0,0,6,9,4,11.75,0,10.8,1.4,1.74,0
Célibataire,Changement d'établissement/de cours,1,Service social,Jour,Cours de spécialisation technologique,Portugais,Comptabilité et administration supplémentaires,Étude de base de 2e cycle (6e/7e/8e année) ou équivalent,"Travailleurs des services personnels, de la sécurité et de la sûreté et vendeurs","Ouvriers qualifiés de l’industrie, de la construction et des artisans",Oui,Non,Non,Oui,Femme,Oui,20,Non,6,11,11,11,12.818181818181818,0,6,11,11,11,13.545454545454543,0,12.4,0.5,1.79,1
Célibataire,2e phase – contingent général,5,Soins infirmier,Jour,Étude secondaire,Portugais,Étude secondaire – 12e année de scolarité ou équivalent,Étude de base de 3e cycle (9ème/10ème/11ème année) ou équivalent,Personnel administratif,"Opérateurs d'installations, de machines et ouvriers d'assemblage",Oui,Non,Non,Oui,Femme,Non,19,Non,0,7,0,0,0.0,0,0,8,0,0,0.0,0,12.4,0.5,1.79,0
Célibataire,Transfert,1,Soins infirmier,Jour,Étude secondaire,Portugais,Cours de commerce général,Étude de base de 1er cycle (4e/5e année) ou équivalent,"Travailleurs des services personnels, de la sécurité et de la sûreté et vendeurs","Ouvriers qualifiés de l’industrie, de la construction et des artisans",Oui,Non,Non,Oui,Femme,Non,28,Non,12,17,21,17,13.394736842105264,0,11,17,19,17,13.554736842105264,0,16.2,0.3,-0.92,1
Célibataire,1ère phase – contingent général,1,Service social,Jour,Étude secondaire,Portugais,Cours Général d'Administration et de Commerce,Étude secondaire – 12e année de scolarité ou équivalent,Travailleurs sans compétences,Travailleurs sans compétences,Oui,Non,Non,Oui,Femme,Oui,20,Non,0,6,8,6,14.25,0,0,6,8,6,11.0,0,12.7,3.7,-1.7,1
Célibataire,Transfert,1,Service Social (présence en soirée),Soir,Étude secondaire,Portugais,Cours Général d'Administration et de Commerce,Étude de base de 2e cycle (6e/7e/8e année) ou équivalent,Autre situation,"Ouvriers qualifiés de l’industrie, de la construction et des artisans",Oui,Non,Non,Oui,Femme,Non,30,Non,9,11,19,9,13.444444444444445,1,5,7,7,7,14.714285714285714,0,7.6,2.6,0.32,0
Célibataire,1ère phase – contingent général,4,Soins infirmier,Jour,Étude secondaire,Portugais,Étude secondaire – 12e année de scolarité ou équivalent,Étude de base de 3e cycle (9ème/10ème/11ème année) ou équivalent,Travailleurs sans compétences,"Ouvriers qualifiés de l’industrie, de la construction et des artisans",Oui,Non,Non,Oui,Femme,Oui,19,Non,0,7,8,7,12.285714285714286,0,0,8,10,8,11.7375,0,12.4,0.5,1.79,1
Célibataire,1ère phase – contingent général,2,Conception de communications,Jour,Étude secondaire,Portugais,Cours de commerce général,Étude de base de 3e cycle (9ème/10ème/11ème année) ou équivalent,Techniciens et professions de niveau intermédiaire,Techniciens et professions de niveau intermédiaire,Oui,Non,Non,Oui,Femme,Non,22,Non,0,6,7,6,11.666666666666666,0,0,6,7,5,13.2,0,12.7,3.7,-1.7,1
Célibataire,1ère phase – contingent général,1,Tourisme,Jour,Étude secondaire,Portugais,Comptabilité et administration supplémentaires,Étude de base de 2e cycle (6e/7e/8e année) ou équivalent,"Travailleurs des services personnels, de la sécurité et de la sûreté et vendeurs","Opérateurs d'installations, de machines et ouvriers d'assemblage",Oui,Non,Non,Oui,Femme,Non,18,Non,0,6,8,6,12.166666666666666,0,0,6,6,6,13.5,0,11.1,0.6,2.02,1
Célibataire,2e phase – contingent général,1,Éducation de base,Jour,Étude secondaire,Portugais,Cours Général d'Administration et de Commerce,Étude de base de 1er cycle (4e/5e année) ou équivalent,Travailleurs sans compétences,Travailleurs sans compétences,Oui,Non,Non,Oui,Femme,Non,23,Non,0,6,11,2,10.0,0,0,6,15,2,11.0,0,7.6,2.6,0.32,0
Célibataire,2e phase – contingent général,4,Conception de communications,Jour,Étude secondaire,Portugais,Étude secondaire – 12e année de scolarité ou équivalent,Étude de base de 3e cycle (9ème/10ème/11ème année) ou équivalent,"Travailleurs des services personnels, de la sécurité et de la sûreté et vendeurs","Ouvriers qualifiés de l’industrie, de la construction et des artisans",Oui,Non,Non,Oui,Femme,Non,18,Non,0,6,6,6,14.0,0,0,6,6,6,15.0,0,11.1,0.6,2.02,1
Marié(e),Plus de 23 ans,1,Journalisme et communication,Jour,Étude de base de 3e cycle (9ème/10ème/11ème année) ou équivalent,Portugais,Cours Général d'Administration et de Commerce,Étude de base de 1er cycle (4e/5e année) ou équivalent,Étudiant,Étudiant,Non,Non,Oui,Non,Homme,Non,50,Non,0,6,7,1,15.0,0,0,5,12,0,0.0,0,10.8,1.4,1.74,0
Célibataire,1ère phase – contingent général,1,Conception d'animation et multimédia,Jour,Étude secondaire,Brésilien,Étude supérieure – diplôme,Étude supérieure – diplôme,Spécialistes en activités intellectuelles et scientifiques,"Travailleurs des services personnels, de la sécurité et de la sûreté et vendeurs",Oui,Non,Non,Oui,Femme,Oui,19,Oui,0,0,0,0,0.0,0,0,0,0,0,0.0,0,13.9,-0.3,0.79,1
Célibataire,2e phase – contingent général,2,Tourisme,Jour,Étude secondaire,Brésilien,Cours de commerce général,Étude de base de 2e cycle (6e/7e/8e année) ou équivalent,Travailleurs sans compétences,Travailleurs sans compétences,Oui,Non,Non,Oui,Femme,Non,22,Oui,0,6,7,6,10.833333333333334,0,0,6,6,6,10.666666666666666,0,13.9,-0.3,0.79,1
Célibataire,Titulaires d'un diplôme de spécialisation technologique,1,Service social,Jour,Cours de spécialisation technologique,Brésilien,Étude secondaire – 12e année de scolarité ou équivalent,Étude secondaire – 12e année de scolarité ou équivalent,Personnel administratif,"Agriculteurs et travailleurs qualifiés de l’agriculture, des pêches et des forêts",Non,Non,Oui,Oui,Femme,Oui,23,Oui,3,6,7,6,13.142857142857142,0,2,6,6,6,14.0,0,12.4,0.5,1.79,1
Célibataire,3ème phase – contingent général,4,Soins infirmiers vétérinaires,Jour,Étude secondaire,Portugais,Étude secondaire – 12e année de scolarité ou équivalent,Étude secondaire – 12e année de scolarité ou équivalent,Personnel administratif,"Travailleurs des services personnels, de la sécurité et de la sûreté et vendeurs",Non,Non,Oui,Non,Femme,Oui,20,Non,2,5,8,5,14.4,1,0,5,6,5,14.0,0,12.7,3.7,-1.7,0
Divorcé(e),Plus de 23 ans,1,Service social,Jour,Étude de base de 3e cycle (9ème/10ème/11ème année) ou équivalent,Portugais,Cours Général d'Administration et de Commerce,Étude de base de 1er cycle (4e/5e année) ou équivalent,Travailleurs sans compétences,Métiers des Forces armées,Non,Non,Non,Non,Femme,Non,44,Non,0,6,0,0,0.0,0,0,6,0,0,0.0,0,13.9,-0.3,0.79,0
Divorcé(e),Plus de 23 ans,1,Agronomie,Jour,Étude de base de 3e cycle (9ème/10ème/11ème année) ou équivalent,Portugais,Cours Général d'Administration et de Commerce,Étude de base de 1er cycle (4e/5e année) ou équivalent,Travailleurs sans compétences,Travailleurs sans compétences,Non,Non,Non,Oui,Homme,Non,49,Non,6,12,17,7,12.0,0,3,12,19,9,11.22222222222222,0,15.5,2.8,-4.06,1
Marié(e),Changement de cours,1,Gestion (présence en soirée),Soir,Étude secondaire,Portugais,Cours Général d'Administration et de Commerce,Étude de base de 1er cycle (4e/5e année) ou équivalent,Travailleurs sans compétences,Travailleurs sans compétences,Non,Non,Non,Oui,Homme,Non,46,Non,6,10,13,9,12.2,0,4,10,12,10,12.8,0,7.6,2.6,0.32,1
Célibataire,Plus de 23 ans,1,Soins infirmiers vétérinaires,Jour,Cours de spécialisation technologique,Portugais,Cours Général d'Administration et de Commerce,Étude de base de 1er cycle (4e/5e année) ou équivalent,"Représentants du Pouvoir Législatif et des Organes Exécutifs, Directeurs et Dirigeants Exécutifs",Travailleurs sans compétences,Oui,Non,Non,Non,Homme,Non,41,Non,3,3,3,3,12.333333333333334,0,2,2,2,2,11.0,0,12.4,0.5,1.79,0
Célibataire,2e phase – contingent général,3,Soins infirmier,Jour,Étude secondaire,Portugais,Comptabilité et administration supplémentaires,Étude de base de 3e cycle (9ème/10ème/11ème année) ou équivalent,Travailleurs sans compétences,"Opérateurs d'installations, de machines et ouvriers d'assemblage",Oui,Non,Non,Oui,Homme,Non,18,Non,0,7,8,7,11.8375,0,0,8,9,8,12.48125,0,13.9,-0.3,0.79,1
Veuf,Plus de 23 ans,1,Gestion (présence en soirée),Soir,Étude secondaire,Portugais,Cours Général d'Administration et de Commerce,Étude secondaire – 12e année de scolarité ou équivalent,Travailleurs sans compétences,Spécialistes en activités intellectuelles et scientifiques,Non,Non,Non,Oui,Homme,Non,43,Non,0,5,5,5,11.8,0,0,5,6,5,14.0,0,9.4,-0.8,-3.12,1
Divorcé(e),Plus de 23 ans,2,Gestion,Jour,Étude de base de 3e cycle (9ème/10ème/11ème année) ou équivalent,Portugais,Cours Général d'Administration et de Commerce,Étude de base de 1er cycle (4e/5e année) ou équivalent,Travailleurs sans compétences,"Ouvriers qualifiés de l’industrie, de la construction et des artisans",Non,Non,Oui,Non,Homme,Non,70,Non,0,5,5,0,0.0,0,0,5,9,0,0.0,0,10.8,1.4,1.74,0
Divorcé(e),Plus de 23 ans,1,Équiniculture,Jour,Étude de base de 3e cycle (9ème/10ème/11ème année) ou équivalent,Portugais,Cours Général d'Administration et de Commerce,Étude de base de 2e cycle (6e/7e/8e année) ou équivalent,Travailleurs sans compétences,Personnel administratif,Non,Non,Non,Oui,Homme,Non,48,Non,0,6,0,0,0.0,0,0,6,0,0,0.0,0,15.5,2.8,-4.06,0
Marié(e),Changement de cours,1,Agronomie,Jour,Étude secondaire,Portugais,Cours Général d'Administration et de Commerce,Étude de base de 1er cycle (4e/5e année) ou équivalent,Travailleurs sans compétences,"Ouvriers qualifiés de l’industrie, de la construction et des artisans",Non,Non,Non,Oui,Homme,Non,41,Non,18,19,19,19,12.68421052631579,0,12,13,13,13,12.384615384615383,0,15.5,2.8,-4.06,1
